SNID,IAUC,FAKE,RA,DECL,PIXSIZE,SNTYPE,NOBS,PTROBS_MIN,PTROBS_MAX,MWEBV,MWEBV_ERR,REDSHIFT_HELIO,REDSHIFT_HELIO_ERR,REDSHIFT_FINAL,REDSHIFT_FINAL_ERR,HOSTGAL_OBJID,HOSTGAL_PHOTOZ,HOSTGAL_PHOTOZ_ERR,HOSTGAL_SNSEP,PEAKMJD,SEARCH_TYPE
679         ,2005eh  ,0,-32.565094,0.657447,0.40000000596,0,104,1,104,0.0855000019073,0.0142000000924,0.124957002699,1.70000002981e-05,0.123663000762,1.70000002981e-05,1237656238472888832,0.175300002098,-9.0,2.46399998665,53591.8984375,0
680         ,UNKNOWN ,0,-32.444672,0.842493,0.40000000596,5,198,106,303,0.083400003612,0.0138999996707,-9.0,-9.0,-9.0,-9.0,1237678617403654656,-9.0,-9.0,0.202999994159,53626.0,5
682         ,UNKNOWN ,0,-28.760437,0.845329,0.40000000596,0,185,305,489,0.0502999983728,0.00839999970049,0.0485510006547,2.20000001718e-05,0.0473169982433,2.20000001718e-05,1237678617405227520,0.0644000023603,-9.0,0.623000025749,53605.8984375,0
685         ,UNKNOWN ,0,-22.176788,-0.882152,0.40000000596,101,109,491,599,0.0612999983132,0.0102000003681,-9.0,-9.0,-9.0,-9.0,1237656906345349632,-9.0,-9.0,0.310000002384,53625.8984375,101
688         ,UNKNOWN ,0,-16.828583,-0.96299,0.40000000596,0,102,601,702,0.0869999974966,0.0144999995828,0.0678659975529,9.99999974738e-06,0.0665630027652,9.99999974738e-06,1237656906347708672,0.0723000019789,-9.0,0.0500000007451,53594.6992188,0
689         ,UNKNOWN ,0,-14.685486,-0.866374,0.40000000596,5,101,704,804,0.0504000000656,0.00839999970049,-9.0,-9.0,-9.0,-9.0,1237656906348626432,0.614300012589,-9.0,0.405999988317,53626.0,5
691         ,UNKNOWN ,0,-30.270691,-0.498589,0.40000000596,0,105,806,910,0.0674000009894,0.0111999996006,0.1309030056,2.09999998333e-05,0.129586994648,2.09999998333e-05,1237663542608986368,0.075300000608,-9.0,3.58999991417,53602.8984375,0
692         ,UNKNOWN ,0,-8.928986,-0.945807,0.40000000596,110,103,912,1014,0.0364999994636,0.00609999988228,0.19727499783,2.99999992421e-05,0.195811003447,2.99999992421e-05,1237656906351182080,0.191400006413,-9.0,0.136000007391,53613.5,110
694         ,UNKNOWN ,0,-29.845459,-0.623547,0.40000000596,0,184,1016,1199,0.0736000016332,0.0122999995947,0.12749299407,1.80000006367e-05,0.126177996397,1.80000006367e-05,1237663542609183232,0.0881000012159,-9.0,0.702000021935,53617.6015625,0
695         ,UNKNOWN ,0,-7.036591,-0.963936,0.40000000596,5,100,1201,1300,0.0401999987662,0.00669999979436,0.0582670010626,9.00000031834e-06,0.0569760017097,9.00000031834e-06,1237656906351968512,0.0819000005722,-9.0,0.663999974728,53617.8984375,5
696         ,UNKNOWN ,0,-5.820068,-1.020483,0.40000000596,103,100,1302,1401,0.0337999984622,0.00559999980032,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9.0,-9.0,53621.0,103
697         ,UNKNOWN ,0,-24.997681,-0.626242,0.40000000596,0,208,1403,1610,0.081200003624,0.0135000003502,0.156674996018,3.19999999192e-05,0.155294001102,3.19999999192e-05,1237663542611280128,0.142299994826,-9.0,0.328999996185,53602.0,0
698         ,UNKNOWN ,0,-24.69754,-0.554431,0.40000000596,5,106,1612,1717,0.0701000019908,0.0116999996826,-9.0,-9.0,-9.0,-9.0,1237663542611411968,0.370799988508,-9.0,0.273000001907,53625.8984375,5
699         ,UNKNOWN ,0,-27.414398,0.625786,0.40000000596,5,213,1719,1931,0.0432000011206,0.00719999987632,-9.0,-9.0,-9.0,-9.0,1237663479795352320,0.494500011206,-9.0,0.49200001359,53625.8984375,5
700         ,UNKNOWN ,0,-24.420685,-0.519117,0.40000000596,110,108,1933,2040,0.0714000016451,0.0119000002742,0.595712006092,0.000241999994614,0.59380197525,0.000241999994614,1237663542611542528,0.53869998455,-9.0,0.351000010967,53625.8984375,110
701         ,UNKNOWN ,0,-25.394684,0.797466,0.40000000596,0,108,2042,2149,0.0590999983251,0.00980000011623,0.206569999456,0.000201999995625,0.205127999187,0.000201999995625,1237663544221761536,0.191499993205,-9.0,1.90799999237,53603.9101562,0
702         ,UNKNOWN ,0,-23.474304,-0.542474,0.40000000596,110,107,2151,2257,0.0737999975681,0.0122999995947,0.578378975391,0.000182999996468,0.576484024525,0.000182999996468,1237663542612001280,0.559700012207,-9.0,0.122000001371,53625.8984375,110
703         ,UNKNOWN ,0,-23.782135,0.650587,0.40000000596,106,108,2259,2366,0.061400000006,0.0102000003681,0.29804199934,1.99999994948e-05,0.296481013298,1.99999994948e-05,1237663544222482944,0.391999989748,-9.0,0.211999997497,53626.5117188,106
704         ,UNKNOWN ,0,-23.176636,-0.61452,0.40000000596,0,107,2368,2474,0.0711999982595,0.0119000002742,0.206415995955,9.99999974738e-06,0.204965993762,9.99999974738e-06,1237663542612132352,0.299400001764,-9.0,1.28100001812,53601.0,0
706         ,UNKNOWN ,0,-4.294922,-1.015374,0.40000000596,101,100,2476,2575,0.0270000007004,0.00449999980628,-9.0,-9.0,-9.0,-9.0,1237656906353214208,0.321599990129,-9.0,1.2539999485,53610.8984375,101
708         ,UNKNOWN ,0,-19.88205,0.780227,0.40000000596,110,106,2577,2682,0.0687000006437,0.0115000000224,0.214359998703,2.80000003841e-05,0.212881997228,2.80000003841e-05,1237663544224186624,0.574999988079,-9.0,0.152999997139,53623.1992188,110
709         ,UNKNOWN ,0,-21.345337,-0.534023,0.40000000596,5,108,2684,2791,0.0498999990523,0.00829999987036,-9.0,-9.0,-9.0,-9.0,1237663542612918784,-9.0,-9.0,0.0710000023246,53616.8984375,5
710         ,UNKNOWN ,0,-18.797089,0.729654,0.40000000596,5,110,2793,2902,0.0793000012636,0.0131999999285,0.636901021004,5.80000014452e-05,0.634904026985,5.80000014452e-05,1237663544224645632,0.438199996948,-9.0,0.184000000358,53625.8984375,5
711         ,UNKNOWN ,0,-17.895325,0.819192,0.40000000596,110,100,2904,3003,0.097199998796,0.0162000004202,1.11398005486,-4.0,1.11139595509,-4.0,1237663445441970688,0.456200003624,-9.0,0.703999996185,53623.8984375,110
712         ,UNKNOWN ,0,-1.990112,-0.950345,0.40000000596,5,103,3005,3107,0.0255999993533,0.00430000014603,-9.0,-9.0,-9.0,-9.0,1237656906354196992,0.413399994373,-9.0,0.245000004768,53625.8984375,5
714         ,UNKNOWN ,0,-12.6315,0.66166,0.40000000596,101,100,3109,3208,0.0401000007987,0.00669999979436,-9.0,-9.0,-9.0,-9.0,1237663462605783808,0.361299991608,-9.0,0.259999990463,53616.8984375,101
716         ,UNKNOWN ,0,-9.066742,0.62814,0.40000000596,104,204,3210,3413,0.0399999991059,0.00669999979436,0.324000000954,2.70000000455e-05,0.322376012802,2.70000000455e-05,1237663277923763200,0.43900001049,-9.0,1.31099998951,53624.0,104
717         ,UNKNOWN ,0,-6.372131,0.765987,0.40000000596,0,100,3415,3514,0.0355000011623,0.00590000022203,0.130392000079,1.4000000192e-05,0.129010006785,1.4000000192e-05,1237663462608535808,0.138799995184,-9.0,1.00499999523,53613.2382812,0
718         ,UNKNOWN ,0,-5.788849,0.678392,0.40000000596,110,100,3516,3615,0.0351000018418,0.00579999992624,0.161635994911,1.4000000192e-05,0.160217002034,1.4000000192e-05,1237663462608797952,0.239600002766,-9.0,0.184000000358,53625.8984375,110
719         ,UNKNOWN ,0,-5.734619,0.636825,0.40000000596,110,100,3617,3716,0.0364999994636,0.00609999988228,0.485763013363,7.40000032238e-05,0.483949005604,7.40000032238e-05,1237663462608797952,0.41629999876,-9.0,0.0579999983311,53692.0,110
720         ,UNKNOWN ,0,-1.826447,0.765638,0.40000000596,5,104,3718,3821,0.0331999994814,0.0054999999702,-9.0,-9.0,-9.0,-9.0,1237657191978172928,0.197799995542,-9.0,0.212999999523,53639.0,5
722         ,2005ed  ,0,0.70566,0.751163,0.40000000596,120,105,3823,3927,0.0260000005364,0.00430000014603,0.0863410010934,3.60000012734e-05,0.0850379988551,3.60000012734e-05,1237657191979286528,0.0878999978304,-9.0,2.22199988365,53609.0,120
724         ,UNKNOWN ,0,4.181141,0.682822,0.40000000596,5,100,3929,4028,0.0245999991894,0.00410000002012,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9.0,-9.0,53638.0,5
728         ,UNKNOWN ,0,2.086065,-0.974153,0.40000000596,5,104,4030,4133,0.0315000005066,0.00520000001416,0.101255998015,2.90000007226e-05,0.0999490022659,2.90000007226e-05,1237657189832392704,0.103699997067,-9.0,0.398000001907,53601.0,5
730         ,UNKNOWN ,0,5.420835,0.644838,0.40000000596,110,105,4135,4239,0.0230000000447,0.00380000006407,0.308315008879,0.000138000003062,0.306780993938,0.000138000003062,1237657191981318400,0.341399997473,-9.0,0.234999999404,53680.0,110
734         ,UNKNOWN ,0,6.559412,-0.989197,0.40000000596,110,103,4241,4343,0.0198999997228,0.00329999998212,0.372361004353,3.70000016119e-05,0.370768010616,3.70000016119e-05,1237657189834358784,0.32800000906,-9.0,0.476999998093,53661.0,110
735         ,UNKNOWN ,0,7.963221,0.801123,0.40000000596,106,102,4345,4446,0.0228000003844,0.00380000006407,0.190858006477,4.50000006822e-05,0.18948200345,4.50000006822e-05,1237663204917641472,0.198899999261,-9.0,1.00600004196,53614.0,106
736         ,UNKNOWN ,0,7.218385,-1.027267,0.40000000596,5,102,4448,4549,0.0185000002384,0.00310000008903,-9.0,-9.0,-9.0,-9.0,1237657189834620928,-9.0,-9.0,0.0750000029802,53651.0,5
739         ,2005ef  ,0,14.595235,0.678954,0.40000000596,120,100,4551,4650,0.0291000008583,0.00480000022799,0.107638001442,1.80000006367e-05,0.106421001256,1.80000006367e-05,1237663204920525056,0.137199997902,-9.0,2.31999993324,53612.1132812,120
740         ,UNKNOWN ,0,14.946808,0.752844,0.40000000596,5,100,4652,4751,0.0232999995351,0.0038999998942,-9.0,-9.0,-9.0,-9.0,1237663204920721664,0.285899996758,-9.0,0.21099999547,53648.0,5
741         ,UNKNOWN ,0,12.021608,-1.003226,0.40000000596,5,100,4753,4852,0.0269000008702,0.00449999980628,-9.0,-9.0,-9.0,-9.0,1237657189836718592,0.554400026798,-9.0,0.112000003457,53590.0,5
742         ,UNKNOWN ,0,16.229256,0.781902,0.40000000596,5,105,4854,4958,0.0228000003844,0.00380000006407,0.193794995546,3.8999998651e-05,0.192502006888,3.8999998651e-05,1237663204921245696,0.198200002313,-9.0,0.823000013828,53603.0,5
744         ,2005ei  ,0,-30.801575,0.317392,0.40000000596,120,104,4960,5063,0.0577000007033,0.00960000045598,0.128251001239,1.4000000192e-05,0.126939997077,1.4000000192e-05,1237663543682532096,0.101300001144,-9.0,1.58399999142,53612.5039062,120
746         ,UNKNOWN ,0,17.683426,0.764032,0.40000000596,0,105,5065,5169,0.0275999996811,0.00460000010207,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9.0,-9.0,53577.0,0
747         ,UNKNOWN ,0,18.127827,0.722271,0.40000000596,0,105,5171,5275,0.0297999996692,0.00499999988824,-9.0,-9.0,-9.0,-9.0,1237663204922098176,0.429100006819,-9.0,3.69600009918,53602.0,0
748         ,UNKNOWN ,0,-28.373871,0.304641,0.40000000596,5,112,5277,5388,0.0798999965191,0.0132999997586,-9.0,-9.0,-9.0,-9.0,1237663543683580416,-9.0,-9.0,0.185000002384,53657.0,5
750         ,UNKNOWN ,0,20.442303,0.71391,0.40000000596,0,105,5390,5494,0.0355999991298,0.00590000022203,-9.0,-9.0,-9.0,-9.0,1237663204923146496,-9.0,-9.0,0.166999995708,53571.0,0
752         ,UNKNOWN ,0,23.143524,0.656638,0.40000000596,110,110,5496,5605,0.0241000000387,0.00400000018999,0.416559994221,3.30000002577e-05,0.415136009455,3.30000002577e-05,1237657071694119168,0.479000002146,-9.0,0.123999997973,53682.0,110
757         ,UNKNOWN ,0,14.050615,-0.851708,0.40000000596,5,100,5607,5706,0.0324000008404,0.00540000014007,-9.0,-9.0,-9.0,-9.0,1237666338114110208,-9.0,-9.0,0.358999997377,53566.0,5
760         ,UNKNOWN ,0,29.641657,0.839387,0.40000000596,5,204,5708,5911,0.0256999991834,0.00430000014603,-9.0,-9.0,-9.0,-9.0,1237666408992276736,-9.0,-9.0,0.107000000775,53651.0,5
761         ,UNKNOWN ,0,-24.621643,0.301554,0.40000000596,5,105,5913,6017,0.0684999972582,0.0114000001922,-9.0,-9.0,-9.0,-9.0,1237663543685218560,0.717999994755,-9.0,0.150999993086,53640.0,5
762         ,2005eg  ,0,15.535184,-0.879069,0.40000000596,120,100,6019,6118,0.0329999998212,0.0054999999702,0.191381007433,2.40000008489e-05,0.190088003874,2.40000008489e-05,1237666338114765056,0.150600001216,-9.0,3.40799999237,53625.15625,120
763         ,UNKNOWN ,0,15.910469,-1.013664,0.40000000596,0,100,6120,6219,0.033900000155,0.00570000009611,-9.0,-9.0,-9.0,-9.0,1237666338114961920,0.142100006342,-9.0,3.54500007629,53596.0,0
764         ,UNKNOWN ,0,17.852905,-0.899013,0.40000000596,104,103,6221,6323,0.049699999392,0.00829999987036,0.187068000436,2.80000003841e-05,0.185808002949,2.80000003841e-05,1237666338115748608,0.0472000017762,-9.0,0.532999992371,53621.0,104
765         ,UNKNOWN ,0,30.383425,0.642506,0.40000000596,104,118,6325,6442,0.022199999541,0.00370000000112,0.261047005653,0.00014899999951,0.259902000427,0.00014899999951,1237657071697265408,0.399199992418,-9.0,0.0710000023246,53633.0,104
766         ,UNKNOWN ,0,-24.251038,0.301526,0.40000000596,101,107,6444,6550,0.0750999972224,0.0125000001863,-9.0,-9.0,-9.0,-9.0,1237663543685349632,-9.0,-9.0,0.331000000238,53660.0,101
767         ,UNKNOWN ,0,31.039284,0.65906,0.40000000596,5,119,6552,6670,0.025399999693,0.00419999985024,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9.0,-9.0,53654.0,5
768         ,UNKNOWN ,0,20.499065,-1.040216,0.40000000596,110,105,6672,6776,0.0456999987364,0.00760000012815,0.0543540008366,2.09999998333e-05,0.0532660000026,2.09999998333e-05,1237666338116927488,0.0684999972582,-9.0,0.458999991417,53624.0,110
769         ,UNKNOWN ,0,-4.51886,-1.030886,0.40000000596,5,100,6778,6877,0.0296000000089,0.00490000005811,-9.0,-9.0,-9.0,-9.0,1237657069546242560,0.19810000062,-9.0,0.15000000596,53705.0,5
770         ,UNKNOWN ,0,31.660069,0.657559,0.40000000596,0,95,6879,6973,0.0275999996811,0.00460000010207,0.0423909984529,1.29999998535e-05,0.0414640009403,1.29999998535e-05,1237657071697854464,0.0447000004351,-9.0,0.273999989033,53624.0,0
771         ,UNKNOWN ,0,32.294632,0.726703,0.40000000596,5,118,6975,7092,0.0285000000149,0.00480000022799,-9.0,-9.0,-9.0,-9.0,1237657071698117120,-9.0,-9.0,0.241999998689,53657.0,5
772         ,UNKNOWN ,0,32.315163,0.76505,0.40000000596,104,118,7094,7211,0.0285000000149,0.0046999999322,0.210315003991,1.10000000859e-05,0.209250003099,1.10000000859e-05,1237657071698116608,0.148900002241,-9.0,2.15899991989,53596.0,104
773         ,UNKNOWN ,0,24.628164,-0.862823,0.40000000596,103,88,7213,7300,0.0359999984503,0.00600000005215,-9.0,-9.0,-9.0,-9.0,1237657069547291136,0.597800016403,-9.0,1.11300003529,53618.0,103
774         ,2005ex  ,0,25.463366,-0.876441,0.40000000596,120,112,7302,7413,0.0270000007004,0.00449999980628,0.093331001699,3.40000005963e-05,0.0922690033913,3.40000005963e-05,1237657069547683840,0.0891000032425,-9.0,1.36399996281,53608.0,120
775         ,UNKNOWN ,0,33.937645,0.826726,0.40000000596,5,121,7415,7535,0.0326999984682,0.00540000014007,-9.0,-9.0,-9.0,-9.0,1237666408994177280,0.534500002861,-9.0,0.189999997616,53652.0,5
779         ,UNKNOWN ,0,26.673695,-1.020724,0.40000000596,106,112,7537,7648,0.0333000011742,0.00559999980032,0.238121002913,2.09999998333e-05,0.236937999725,2.09999998333e-05,1237657069548208384,0.213200002909,-9.0,0.226999998093,53626.9101562,106
780         ,UNKNOWN ,0,35.510391,0.761125,0.40000000596,5,124,7650,7773,0.0366999991238,0.00609999988228,-9.0,-9.0,-9.0,-9.0,1237657587095633920,0.035300001502,-9.0,0.301999986172,53651.0,5
781         ,UNKNOWN ,0,36.337315,0.643329,0.40000000596,5,124,7775,7898,0.040600001812,0.00680000009015,-9.0,-9.0,-9.0,-9.0,1237657587096027392,-9.0,-9.0,0.165000006557,53630.0,5
782         ,UNKNOWN ,0,37.29026,0.739416,0.40000000596,0,115,7900,8014,0.0299999993294,0.00499999988824,0.132159993052,4.80000016978e-05,0.131251007318,4.80000016978e-05,1237657587096420608,0.115299999714,-9.0,2.8789999485,53603.0,0
783         ,UNKNOWN ,0,-22.589447,0.393599,0.40000000596,5,109,8016,8124,0.0649000033736,0.0108000002801,-9.0,-9.0,-9.0,-9.0,1237663543686071296,0.275299996138,-9.0,0.112000003457,53637.0,5
785         ,UNKNOWN ,0,40.870079,0.641887,0.40000000596,110,115,8126,8240,0.0329999998212,0.0054999999702,0.0278650000691,7.00000009601e-06,0.0271010007709,7.00000009601e-06,1237657587097993216,0.0650999993086,-9.0,0.298999994993,53653.0,110
789         ,UNKNOWN ,0,44.02219,0.764725,0.40000000596,101,115,8242,8356,0.0908000022173,0.0151000004262,-9.0,-9.0,-9.0,-9.0,1237678617437078016,0.316599994898,-9.0,0.409999996424,53651.0,101
792         ,UNKNOWN ,0,45.214539,0.808624,0.40000000596,0,109,8358,8466,0.0917000025511,0.0153000000864,0.0435159988701,1.10000000859e-05,0.0428199991584,1.10000000859e-05,1237678617437602048,0.0741000026464,-9.0,4.75400018692,53619.0,0
793         ,UNKNOWN ,0,-20.215118,0.347346,0.40000000596,5,108,8468,8575,0.0649999976158,0.0108000002801,-9.0,-9.0,-9.0,-9.0,1237663543687119616,-9.0,-9.0,0.305999994278,53658.0,5
796         ,UNKNOWN ,0,-19.945892,0.421606,0.40000000596,5,213,8577,8789,0.0684999972582,0.0114000001922,-9.0,-9.0,-9.0,-9.0,1237663479798628864,-9.0,-9.0,0.216000005603,53631.0,5
798         ,UNKNOWN ,0,47.655621,0.804934,0.40000000596,101,109,8791,8899,0.0995000004768,0.0165999997407,-9.0,-9.0,-9.0,-9.0,1237666301628186880,0.356000006199,-9.0,0.137999996543,53651.0,101
799         ,UNKNOWN ,0,-19.500702,0.359394,0.40000000596,104,109,8901,9009,0.0693000033498,0.0115000000224,0.147804006934,3.09999995807e-05,0.14640699327,3.09999995807e-05,1237663543687447296,0.106799997389,-9.0,0.962000012398,53614.0,104
800         ,UNKNOWN ,0,47.99453,0.813261,0.40000000596,110,110,9011,9120,0.112300001085,0.0186999998987,0.438910990953,4.89999983984e-05,0.438024014235,4.89999983984e-05,1237666301628317952,0.305500000715,-9.0,0.375,53644.0,110
801         ,UNKNOWN ,0,-19.44635,0.255176,0.40000000596,101,108,9122,9229,0.0675000026822,0.0113000003621,-9.0,-9.0,-9.0,-9.0,1237663543687447296,-9.0,-9.0,0.138999998569,53632.0,101
803         ,UNKNOWN ,0,49.924625,0.782094,0.40000000596,5,115,9231,9345,0.117499999702,0.0196000002325,-9.0,-9.0,-9.0,-9.0,1237666301629169920,-9.0,-9.0,0.108000002801,53573.0,5
805         ,UNKNOWN ,0,50.028706,0.804469,0.40000000596,0,115,9347,9461,0.124499998987,0.0208000000566,-9.0,-9.0,-9.0,-9.0,1237666301629235712,0.668600022793,-9.0,0.144999995828,53595.0,0
809         ,UNKNOWN ,0,51.879898,0.694196,0.40000000596,5,115,9463,9577,0.112000003457,0.0186999998987,-9.0,-9.0,-9.0,-9.0,1237666301630021888,0.231199994683,-9.0,0.11400000006,53649.0,5
816         ,UNKNOWN ,0,53.646641,0.747158,0.40000000596,0,113,9579,9691,0.118900001049,0.0197999998927,-9.0,-9.0,-9.0,-9.0,1237666301630808576,0.188099995255,-9.0,1.29999995232,53600.0,0
818         ,UNKNOWN ,0,40.319889,-0.987772,0.40000000596,0,116,9693,9808,0.0331999994814,0.0054999999702,0.238100007176,5.99999984843e-05,0.237174004316,5.99999984843e-05,1237657584950248192,0.132899999619,-9.0,0.64200001955,53604.0,0
819         ,UNKNOWN ,0,54.918339,0.784304,0.40000000596,5,110,9810,9919,0.0879999995232,0.0147000001743,-9.0,-9.0,-9.0,-9.0,1237666301631333120,-9.0,-9.0,0.157000005245,53669.0,5
820         ,UNKNOWN ,0,-16.952118,0.38079,0.40000000596,110,78,9921,9998,0.0925000011921,0.0153999999166,0.330027014017,2.40000008489e-05,0.328399986029,2.40000008489e-05,1237663444905492736,0.482100009918,-9.0,0.0750000029802,53641.0,110
821         ,UNKNOWN ,0,57.314144,0.768243,0.40000000596,101,105,10000,10104,0.200800001621,0.0335000008345,-9.0,-9.0,-9.0,-9.0,1237666301632381184,-9.0,-9.0,0.404000014067,53632.0,101
822         ,UNKNOWN ,0,40.560703,-0.862169,0.40000000596,106,113,10106,10218,0.034699998796,0.00579999992624,0.237555995584,0.000142999997479,0.236634999514,0.000142999997479,1237657584950379008,0.105999998748,-9.0,0.127000004053,53621.0,106
824         ,UNKNOWN ,0,40.94722,-0.898691,0.40000000596,110,112,10220,10331,0.0313999988139,0.00520000001416,0.237279996276,2.5999999707e-05,0.236368000507,2.5999999707e-05,1237657584950509824,0.378899991512,-9.0,0.238999992609,53682.0,110
829         ,UNKNOWN ,0,41.353649,-0.979606,0.40000000596,110,114,10333,10446,0.0292000006884,0.00490000005811,0.427462995052,6.19999991613e-05,0.426420986652,6.19999991613e-05,1237657584950706944,0.141100004315,-9.0,0.122000001371,53654.0,110
830         ,UNKNOWN ,0,42.196968,-0.963148,0.40000000596,110,114,10448,10561,0.0538999997079,0.00899999961257,0.387223005295,5.70000011066e-05,0.386229991913,5.70000011066e-05,1237657584951099648,0.464199990034,-9.0,0.206000000238,53684.0,110
831         ,UNKNOWN ,0,44.686432,-0.953288,0.40000000596,101,110,10563,10672,0.105599999428,0.0175999999046,-9.0,-9.0,-9.0,-9.0,1237666299479392768,-9.0,-9.0,0.178000003099,53655.0,101
832         ,UNKNOWN ,0,-15.096161,0.380614,0.40000000596,5,104,10674,10777,0.0527999997139,0.00879999995232,-9.0,-9.0,-9.0,-9.0,1237663444906344960,-9.0,-9.0,0.156000003219,53659.0,5
834         ,UNKNOWN ,0,46.350128,-0.934945,0.40000000596,0,110,10779,10888,0.0810000002384,0.0135000003502,-9.0,-9.0,-9.0,-9.0,1237666299480113408,0.125200003386,-9.0,0.381999999285,53603.0,0
835         ,UNKNOWN ,0,-14.969727,0.294155,0.40000000596,110,100,10890,10989,0.0619000010192,0.0103000001982,0.264937996864,5.90000017837e-05,0.263388007879,5.90000017837e-05,1237663444906410240,-9.0,-9.0,0.391000002623,53585.0,110
837         ,UNKNOWN ,0,46.716949,-0.896581,0.40000000596,5,109,10991,11099,0.0697000026703,0.0115999998525,0.0840310007334,9.00000031834e-06,0.0833429992199,9.00000031834e-06,1237666299480309760,0.12690000236,-9.0,0.115999996662,53631.0,5
839         ,UNKNOWN ,0,46.981716,-0.972947,0.40000000596,5,110,11101,11210,0.0604000017047,0.0100999996066,-9.0,-9.0,-9.0,-9.0,1237666299480375552,-9.0,-9.0,0.189999997616,53656.0,5
840         ,UNKNOWN ,0,47.896015,-0.975957,0.40000000596,101,109,11212,11320,0.0746999979019,0.0125000001863,-9.0,-9.0,-9.0,-9.0,1237666299480769024,0.600000023842,-9.0,0.0410000011325,53579.0,101
841         ,UNKNOWN ,0,48.495968,-1.010062,0.40000000596,106,110,11322,11431,0.0693000033498,0.0115000000224,0.299100011587,0.000500000023749,0.298317998648,0.000500000023749,1237666299481031168,0.214599996805,-9.0,0.917999982834,53625.046875,106
843         ,UNKNOWN ,0,48.975796,-0.96762,0.40000000596,101,110,11433,11542,0.0706999972463,0.0118000004441,-9.0,-9.0,-9.0,-9.0,1237666299481293056,0.201000005007,-9.0,0.11400000006,53654.0,101
846         ,UNKNOWN ,0,51.874435,-0.999629,0.40000000596,5,112,11544,11655,0.100900001824,0.016799999401,0.133992001414,2.09999998333e-05,0.133381992579,2.09999998333e-05,1237666299482537984,0.430000007153,-9.0,0.195999994874,53632.0,5
847         ,UNKNOWN ,0,52.164356,-0.898504,0.40000000596,5,114,11657,11770,0.107500001788,0.017899999395,-9.0,-9.0,-9.0,-9.0,1237666299482670080,0.237700000405,-9.0,10.4169998169,53655.0,5
850         ,UNKNOWN ,0,53.222298,-0.961349,0.40000000596,101,113,11772,11884,0.111400000751,0.0186000000685,-9.0,-9.0,-9.0,-9.0,1237666299483128064,0.27689999342,-9.0,0.280000001192,53652.0,101
853         ,UNKNOWN ,0,-5.105316,-0.488841,0.40000000596,110,100,11886,11985,0.0348000004888,0.00579999992624,0.356608986855,2.5999999707e-05,0.354957997799,2.5999999707e-05,1237666407366459648,-9.0,-9.0,0.321000009775,53633.0,110
854         ,UNKNOWN ,0,58.083771,-0.97329,0.40000000596,5,72,11987,12058,0.178599998355,0.0297999996692,0.038887001574,7.9999999798e-06,0.0384549982846,7.9999999798e-06,1237666299485225216,0.0627000033855,-9.0,0.903999984264,53726.0,5
855         ,UNKNOWN ,0,-13.566101,0.418514,0.40000000596,5,208,12060,12267,0.0443000011146,0.00740000000224,-9.0,-9.0,-9.0,-9.0,1237666408436466432,-9.0,-9.0,0.194999992847,53640.0,5
856         ,UNKNOWN ,0,-13.281982,0.328951,0.40000000596,5,102,12269,12370,0.0436000004411,0.00730000017211,-9.0,-9.0,-9.0,-9.0,1237666408436596992,0.339899986982,-9.0,0.268999993801,53656.0,5
858         ,UNKNOWN ,0,-12.143097,0.218005,0.40000000596,5,102,12372,12473,0.0445999987423,0.00740000000224,-9.0,-9.0,-9.0,-9.0,1237666408437121536,-9.0,-9.0,0.21099999547,53657.0,5
859         ,UNKNOWN ,0,-9.448456,0.386583,0.40000000596,106,108,12475,12582,0.0493000000715,0.00820000004023,0.278295993805,1.89999991562e-05,0.276728004217,1.89999991562e-05,1237666408438301184,0.383399993181,-9.0,0.349000006914,53623.0,106
860         ,UNKNOWN ,0,-8.132996,0.381362,0.40000000596,110,102,12584,12685,0.0399999991059,0.00669999979436,0.328911989927,0.000165000004927,0.327284008265,0.000165000004927,1237666408438890752,0.366200000048,-9.0,0.209000006318,53689.0,110
861         ,UNKNOWN ,0,-6.998413,0.268748,0.40000000596,110,105,12687,12791,0.0355000011623,0.00590000022203,0.352052986622,4.80000016978e-05,0.350400000811,4.80000016978e-05,1237666408439349504,0.337599992752,-9.0,0.111000001431,53635.0,110
862         ,UNKNOWN ,0,-5.4263,0.310274,0.40000000596,5,100,12793,12892,0.0377999991179,0.0063000000082,-9.0,-9.0,-9.0,-9.0,1237666408440070400,-9.0,-9.0,0.335000008345,53638.0,5
863         ,UNKNOWN ,0,-5.305847,0.284208,0.40000000596,104,100,12894,12993,0.0377999991179,0.0063000000082,0.0942829996347,1.10000000859e-05,0.0929490029812,1.10000000859e-05,1237666408440070400,0.0812999978662,-9.0,0.57800000906,53629.0,104
864         ,UNKNOWN ,0,-4.236938,0.264812,0.40000000596,5,100,12995,13094,0.0252999998629,0.00419999985024,-9.0,-9.0,-9.0,-9.0,1237666408440594688,-9.0,-9.0,0.0930000022054,53644.0,5
865         ,UNKNOWN ,0,-3.992462,0.354563,0.40000000596,5,100,13096,13195,0.0260000005364,0.00430000014603,-9.0,-9.0,-9.0,-9.0,1237666408440660480,-9.0,-9.0,0.21099999547,53566.0,5
